Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
4B84E0,41.241,28.7281,359,1050,129,2019-07-24 20:30:49.521975,2.432385461501202
4BAB46,41.1913,28.7292,358,1650,130,2019-07-24 20:30:49.522887,7.713794685654369
4BA9AE,41.1173,28.7307,359,3050,173,2019-07-24 20:30:49.523797,15.893213634016519
507C54,41.0303,28.7327,348,3975,199,2019-07-24 20:30:49.524721,25.552082704694318
4B84F3,40.952,28.849,250,4725,236,2019-07-24 20:30:49.525517,35.38667779274397
4BA90E,40.9419,29.0758,278,7125,266,2019-07-24 20:30:49.526221,45.06049499088307
48433E,41.1519,29.1694,227,4925,272,2019-07-24 20:30:49.526907,37.67151941859127
70605D,41.021,29.4152,343,9525,258,2019-07-24 20:30:49.527707,62.28330693223406
50836C,41.1512,28.7096,359,2425,174,2019-07-24 20:30:51.848784,12.404432926503892
4B84E0,41.241,28.7281,359,1050,129,2019-07-24 20:30:51.849691,2.432385461501202
4BAB46,41.1913,28.7292,358,1650,130,2019-07-24 20:30:51.850594,7.713794685654369
4BA9AE,41.1173,28.7307,359,3050,173,2019-07-24 20:30:51.851500,15.893213634016519
507C54,41.0329,28.7322,353,3975,197,2019-07-24 20:30:51.852296,25.264470663091736
4B84F3,40.9506,28.8438,250,4675,236,2019-07-24 20:30:51.853044,35.43071895444399
4BA90E,40.9427,29.0677,278,7025,265,2019-07-24 20:30:51.853736,44.57248967556823
48433E,41.1519,29.1694,227,4925,272,2019-07-24 20:30:51.854413,37.67151941859127
70605D,41.0246,29.4138,343,9475,257,2019-07-24 20:30:51.855274,62.00579430263817
50836C,41.1512,28.7096,359,2425,174,2019-07-24 20:30:54.150640,12.404432926503892
4B84E0,41.241,28.7281,359,1050,129,2019-07-24 20:30:54.151278,2.432385461501202
4BAB46,41.1932,28.7292,358,1600,130,2019-07-24 20:30:54.151885,7.504808373443558
4BA9AE,41.1192,28.7307,359,3000,173,2019-07-24 20:30:54.152610,15.682306590330839
507C54,41.0329,28.7322,353,3975,197,2019-07-24 20:30:54.153256,25.264470663091736
4B84F3,40.9506,28.8438,250,4675,236,2019-07-24 20:30:54.154011,35.43071895444399
4BA90E,40.9427,29.0677,278,7025,265,2019-07-24 20:30:54.154980,44.57248967556823
48433E,41.1501,29.1667,227,4875,272,2019-07-24 20:30:54.155754,37.52258885403989
70605D,41.0246,29.4138,343,9475,257,2019-07-24 20:30:54.156633,62.00579430263817
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
4BA8F6,41.2505,28.7072,358,975,136,2019-07-24 20:56:35.455741,3.149869993605966
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
4BB1E2,41.0293,28.2222,132,5975,239,2019-07-24 20:57:37.767302,50.585695945772216
4BA8F3,41.1455,28.7244,358,2825,175,2019-07-24 20:57:37.769544,12.816746178087932
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:57:37.771069,2.289725364802224
4BA904,41.2059,28.7289,358,1350,135,2019-07-24 20:57:37.772485,6.116749927457334
601839,41.0398,28.7322,356,3950,164,2019-07-24 20:57:37.773680,24.497465925841674
4BB467,40.9399,28.7941,277,4325,205,2019-07-24 20:57:37.774689,35.85289008456959
600853,40.9829,29.004,256,5925,230,2019-07-24 20:57:37.775650,37.79605701099169
4BA8E7,40.8421,29.0802,261,7675,267,2019-07-24 20:57:37.776572,54.41415465307282
4BA8E4,41.0669,29.1368,166,7825,269,2019-07-24 20:57:37.777544,39.366514662072255
7100B9,41.0118,29.3802,291,10950,256,2019-07-24 20:57:37.778524,60.111029023505544
4BB1E2,41.0278,28.2246,131,5925,238,2019-07-24 20:57:40.091050,50.49804959983679
4BA8F3,41.1505,28.7244,359,2725,174,2019-07-24 20:57:40.094368,12.264769621132892
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:57:40.097002,2.289725364802224
4BA904,41.2075,28.7289,358,1325,135,2019-07-24 20:57:40.098916,5.94208838107973
601839,41.0398,28.7322,356,3950,164,2019-07-24 20:57:40.100589,24.497465925841674
4BB467,40.9404,28.7901,284,4325,202,2019-07-24 20:57:40.102753,35.75890144421148
600853,40.9819,28.9989,256,5875,230,2019-07-24 20:57:40.104879,37.64156959983959
4BA8E7,40.8421,29.0802,261,7675,267,2019-07-24 20:57:40.106650,54.41415465307282
4BA8E4,41.0669,29.1368,166,7825,269,2019-07-24 20:57:40.108429,39.366514662072255
7100B9,41.0118,29.3802,291,10950,256,2019-07-24 20:57:40.110626,60.111029023505544
4BB1E2,41.025,28.2288,130,5900,237,2019-07-24 20:57:42.412689,50.35768990671768
4BA8F3,41.1525,28.7242,359,2675,174,2019-07-24 20:57:42.415752,12.046229864028897
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:57:42.417893,2.289725364802224
4BA904,41.2095,28.7288,358,1275,136,2019-07-24 20:57:42.419617,5.7257446529868785
601839,41.0456,28.7322,359,3950,164,2019-07-24 20:57:42.421223,23.85276124883643
4BB467,40.9411,28.7869,290,4300,199,2019-07-24 20:57:42.422952,35.6526735035158
600853,40.9813,28.9954,256,5850,230,2019-07-24 20:57:42.424921,37.530250516476
4BA8E7,40.8412,29.0722,260,7600,267,2019-07-24 20:57:42.426791,54.15426940426624
4BA8E4,41.0593,29.1391,166,7750,269,2019-07-24 20:57:42.428440,39.99508515502179
7100B9,41.0131,29.3717,281,10950,258,2019-07-24 20:57:42.430036,59.411923358578676
4BB1E2,41.0231,28.2319,129,5850,237,2019-07-24 20:57:44.767679,50.24687457083879
4BA8F3,41.1525,28.7242,359,2675,174,2019-07-24 20:57:44.772016,12.046229864028897
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:57:44.774535,2.289725364802224
4BA904,41.2115,28.7288,359,1225,136,2019-07-24 20:57:44.777062,5.508124690320384
601839,41.0456,28.7322,359,3950,164,2019-07-24 20:57:44.779188,23.85276124883643
4BB467,40.9421,28.7836,296,4300,197,2019-07-24 20:57:44.780796,35.514300122396136
600853,40.9805,28.9912,255,5800,230,2019-07-24 20:57:44.782386,37.406818673040426
4BA8E7,40.8412,29.0722,260,7600,267,2019-07-24 20:57:44.784033,54.15426940426624
4BA8E4,41.0557,29.1402,166,7700,270,2019-07-24 20:57:44.785603,40.29665890099188
7100B9,41.0133,29.3661,273,10950,259,2019-07-24 20:57:44.787397,58.985863235166114
4BB1E2,41.0205,28.2361,129,5800,237,2019-07-24 20:57:48.164784,50.10142800624031
4BA8F3,41.1573,28.7242,359,2600,173,2019-07-24 20:57:48.166912,11.516967658813995
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:57:48.167975,2.289725364802224
4BA904,41.2133,28.7287,358,1200,136,2019-07-24 20:57:48.169411,5.314450708809119
601839,41.0456,28.7322,359,3950,164,2019-07-24 20:57:48.170316,23.85276124883643
4BB467,40.9433,28.7804,301,4275,194,2019-07-24 20:57:48.171072,35.35648800710723
600853,40.9797,28.9867,255,5775,230,2019-07-24 20:57:48.171812,37.27271444674649
4BA8E7,40.8403,29.0649,260,7525,265,2019-07-24 20:57:48.172521,53.93106050279315
4BA8E4,41.052,29.1414,166,7650,270,2019-07-24 20:57:48.173230,40.613397672388516
7100B9,41.0133,29.3661,273,10950,259,2019-07-24 20:57:48.174074,58.985863235166114
4BB1E2,41.0164,28.2426,130,5700,237,2019-07-24 20:57:50.478463,49.88826761111145
4BA8F3,41.1625,28.7241,358,2500,172,2019-07-24 20:57:50.480740,10.945297908790728
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:57:50.482301,2.289725364802224
4BA904,41.2172,28.7286,358,1125,137,2019-07-24 20:57:50.483829,4.894311301981561
601839,41.0533,28.7321,358,3950,165,2019-07-24 20:57:50.485242,22.99722009544458
4BB467,40.9447,28.7776,306,4275,192,2019-07-24 20:57:50.486775,35.18111687582348
600853,40.9781,28.9788,255,5700,230,2019-07-24 20:57:50.488157,37.064310518220104
4BA8E7,40.8393,29.0569,260,7450,263,2019-07-24 20:57:50.489550,53.694936220355146
4BA8E4,41.0489,29.1425,166,7625,270,2019-07-24 20:57:50.490893,40.88675797814898
7100B9,41.0129,29.3572,266,10975,262,2019-07-24 20:57:50.492186,58.34791691522232
4BB1E2,41.0164,28.2426,130,5700,237,2019-07-24 20:57:52.780399,49.88826761111145
4BA8F3,41.1625,28.7241,358,2500,172,2019-07-24 20:57:52.783168,10.945297908790728
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:57:52.785129,2.289725364802224
4BA904,41.2172,28.7286,358,1125,137,2019-07-24 20:57:52.786715,4.894311301981561
601839,41.0533,28.7321,358,3950,165,2019-07-24 20:57:52.788240,22.99722009544458
4BB467,40.9447,28.7776,306,4275,192,2019-07-24 20:57:52.789801,35.18111687582348
600853,40.9781,28.9788,255,5700,230,2019-07-24 20:57:52.791322,37.064310518220104
4BA8E7,40.8393,29.0569,260,7450,263,2019-07-24 20:57:52.792843,53.694936220355146
4BA8E4,41.0489,29.1425,166,7625,270,2019-07-24 20:57:52.794396,40.88675797814898
7100B9,41.0129,29.3572,266,10975,262,2019-07-24 20:57:52.795836,58.34791691522232
4BB1E2,41.0164,28.2426,130,5700,237,2019-07-24 20:57:55.152652,49.88826761111145
4BA8F3,41.1625,28.7241,358,2500,172,2019-07-24 20:57:55.155833,10.945297908790728
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:57:55.158138,2.289725364802224
4BA904,41.2172,28.7286,358,1125,137,2019-07-24 20:57:55.159989,4.894311301981561
601839,41.0533,28.7321,358,3950,165,2019-07-24 20:57:55.161563,22.99722009544458
4BB467,40.9447,28.7776,306,4275,192,2019-07-24 20:57:55.163081,35.18111687582348
600853,40.9781,28.9788,255,5700,230,2019-07-24 20:57:55.164623,37.064310518220104
4BA8E7,40.8393,29.0569,260,7450,263,2019-07-24 20:57:55.166133,53.694936220355146
4BA8E4,41.0489,29.1425,166,7625,270,2019-07-24 20:57:55.167628,40.88675797814898
7100B9,41.0129,29.3572,266,10975,262,2019-07-24 20:57:55.169051,58.34791691522232
4BB1E2,41.0164,28.2426,130,5700,237,2019-07-24 20:57:57.467674,49.88826761111145
4BA8F3,41.1673,28.7239,358,2400,169,2019-07-24 20:57:57.470579,10.419626517986027
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:57:57.472277,2.289725364802224
4BA904,41.2172,28.7286,358,1125,137,2019-07-24 20:57:57.473935,4.894311301981561
601839,41.0562,28.732,358,3950,165,2019-07-24 20:57:57.475331,22.675228595603834
4BB467,40.9467,28.7747,313,4250,190,2019-07-24 20:57:57.476769,34.93994886008604
600853,40.9774,28.9747,255,5675,230,2019-07-24 20:57:57.478151,36.94834874180232
4BA8E7,40.8384,29.0494,261,7400,261,2019-07-24 20:57:57.479539,53.476811229259134
4BA8E4,41.0452,29.1437,166,7575,270,2019-07-24 20:57:57.480964,41.207002115670846
7100B9,41.0121,29.3467,263,10950,264,2019-07-24 20:57:57.482358,57.61620099449236
4BB1E2,41.0099,28.2527,130,5575,236,2019-07-24 20:57:59.820708,49.58340346087596
4BA8F3,41.1695,28.7239,358,2375,168,2019-07-24 20:57:59.822974,10.177798881024245
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:57:59.824437,2.289725364802224
4BA904,41.2224,28.7285,359,1025,137,2019-07-24 20:57:59.825853,4.337567728169591
601839,41.0562,28.732,358,3950,165,2019-07-24 20:57:59.827268,22.675228595603834
4BB467,40.9524,28.7685,329,4225,185,2019-07-24 20:57:59.828780,34.271168345737685
600853,40.9761,28.9684,255,5600,231,2019-07-24 20:57:59.830181,36.79744543454941
4BA8E7,40.8373,29.0409,260,7350,258,2019-07-24 20:57:59.831568,53.24559062632797
4BA8E4,41.038,29.1459,166,7475,270,2019-07-24 20:57:59.832991,41.82633800301165
7100B9,41.0118,29.343,263,10950,264,2019-07-24 20:57:59.834373,57.36035086057558
4BB1E2,41.0099,28.2527,130,5575,236,2019-07-24 20:58:02.174515,49.58340346087596
4BA8F3,41.172,28.7238,358,2325,168,2019-07-24 20:58:02.177778,9.90450119707309
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:58:02.180039,2.289725364802224
4BA904,41.2233,28.7285,359,1000,137,2019-07-24 20:58:02.182839,4.2413916139091485
601839,41.0614,28.7319,358,3950,163,2019-07-24 20:58:02.184468,22.09764073951044
4BB467,40.9524,28.7685,329,4225,185,2019-07-24 20:58:02.186018,34.271168345737685
600853,40.9749,28.962,255,5550,231,2019-07-24 20:58:02.187537,36.64025207692606
4BA8E7,40.8373,29.0409,260,7350,258,2019-07-24 20:58:02.189056,53.24559062632797
4BA8E4,41.0343,29.1471,166,7450,270,2019-07-24 20:58:02.190538,42.151986432940404
7100B9,41.0112,29.3373,262,10950,265,2019-07-24 20:58:02.192120,56.97477632867215
4BB1E2,41.0099,28.2527,130,5575,236,2019-07-24 20:58:04.528328,49.58340346087596
4BA8F3,41.172,28.7238,358,2325,168,2019-07-24 20:58:04.531489,9.90450119707309
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:58:04.534024,2.289725364802224
4BA904,41.2233,28.7285,359,1000,137,2019-07-24 20:58:04.536222,4.2413916139091485
601839,41.0614,28.7319,358,3950,163,2019-07-24 20:58:04.537802,22.09764073951044
4BB467,40.9524,28.7685,329,4225,185,2019-07-24 20:58:04.539316,34.271168345737685
600853,40.9749,28.962,255,5550,231,2019-07-24 20:58:04.540854,36.64025207692606
4BA8E7,40.8373,29.0409,260,7350,258,2019-07-24 20:58:04.542377,53.24559062632797
4BA8E4,41.0343,29.1471,166,7450,270,2019-07-24 20:58:04.543872,42.151986432940404
7100B9,41.0112,29.3373,262,10950,265,2019-07-24 20:58:04.545402,56.97477632867215
4BB1E2,41.0056,28.2594,129,5475,235,2019-07-24 20:58:06.885058,49.39312846060062
4BA8F3,41.1742,28.7238,358,2275,166,2019-07-24 20:58:06.888219,9.66302079502093
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:58:06.890650,2.289725364802224
4BA904,41.2233,28.7285,359,1000,137,2019-07-24 20:58:06.892312,4.2413916139091485
601839,41.0647,28.7318,358,3950,161,2019-07-24 20:58:06.893884,21.731247210670375
4BB467,40.9548,28.7667,336,4200,182,2019-07-24 20:58:06.895465,33.99550214385253
600853,40.9741,28.9578,255,5525,231,2019-07-24 20:58:06.897048,36.54247413083128
4BA8E7,40.8364,29.0332,260,7275,256,2019-07-24 20:58:06.898580,53.03423068901789
4BA8E4,41.0307,29.1483,166,7400,270,2019-07-24 20:58:06.900058,42.47267441774466
7100B9,41.0107,29.3323,261,10950,265,2019-07-24 20:58:06.901597,56.636323620607726
4BB1E2,41.0056,28.2594,129,5475,235,2019-07-24 20:58:09.218475,49.39312846060062
4BA8F3,41.1763,28.7238,358,2250,164,2019-07-24 20:58:09.221465,9.432671850744713
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:58:09.223823,2.289725364802224
4BA904,41.2233,28.7285,359,1000,137,2019-07-24 20:58:09.225606,4.2413916139091485
601839,41.0647,28.7318,358,3950,161,2019-07-24 20:58:09.227144,21.731247210670375
4BB467,40.9574,28.7655,339,4200,181,2019-07-24 20:58:09.228675,33.70096844397696
600853,40.9741,28.9578,255,5525,231,2019-07-24 20:58:09.230239,36.54247413083128
4BA8E7,40.8364,29.0332,260,7275,256,2019-07-24 20:58:09.231744,53.03423068901789
4BA8E4,41.0265,29.1494,166,7350,270,2019-07-24 20:58:09.233304,42.828826598828364
7100B9,41.0102,29.3279,261,10950,264,2019-07-24 20:58:09.234817,56.342729110963596
4BB1E2,41.0056,28.2594,129,5475,235,2019-07-24 20:58:11.540719,49.39312846060062
4BA8F3,41.1763,28.7238,358,2250,164,2019-07-24 20:58:11.544138,9.432671850744713
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:58:11.545780,2.289725364802224
4BA904,41.2233,28.7285,359,1000,137,2019-07-24 20:58:11.547221,4.2413916139091485
601839,41.0647,28.7318,358,3950,161,2019-07-24 20:58:11.548689,21.731247210670375
4BB467,40.9574,28.7655,339,4200,181,2019-07-24 20:58:11.550117,33.70096844397696
600853,40.9741,28.9578,255,5525,231,2019-07-24 20:58:11.551621,36.54247413083128
4BA8E7,40.8364,29.0332,260,7275,256,2019-07-24 20:58:11.553072,53.03423068901789
4BA8E4,41.0265,29.1494,166,7350,270,2019-07-24 20:58:11.554495,42.828826598828364
7100B9,41.0102,29.3279,261,10950,264,2019-07-24 20:58:11.555928,56.342729110963596
4BB1E2,41.0035,28.2631,128,5425,235,2019-07-24 20:58:13.855957,49.27468472896528
4BA8F3,41.1781,28.7236,358,2200,162,2019-07-24 20:58:13.858879,9.238244083038078
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:58:13.860467,2.289725364802224
4BA904,41.2233,28.7285,359,1000,137,2019-07-24 20:58:13.862048,4.2413916139091485
601839,41.0683,28.7317,358,3950,160,2019-07-24 20:58:13.864032,21.331541977214016
4BB467,40.9593,28.7644,339,4175,180,2019-07-24 20:58:13.865983,33.48484575484293
600853,40.9726,28.9501,256,5450,232,2019-07-24 20:58:13.867234,36.37519164046584
4BA8E7,40.8353,29.0249,260,7175,255,2019-07-24 20:58:13.867955,52.82742878213517
4BA8E4,41.0228,29.1505,167,7300,270,2019-07-24 20:58:13.868855,43.153187553194364
7100B9,41.0096,29.323,261,10950,265,2019-07-24 20:58:13.869798,56.019275107678396
4BB1E2,41.0002,28.2696,124,5325,233,2019-07-24 20:58:16.150059,49.047708292913946
4BA8F3,41.1781,28.7236,358,2200,162,2019-07-24 20:58:16.151687,9.238244083038078
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:58:16.152836,2.289725364802224
4BA904,41.2233,28.7285,359,1000,137,2019-07-24 20:58:16.153892,4.2413916139091485
601839,41.0723,28.7316,359,3925,160,2019-07-24 20:58:16.154828,20.8874198406134
4BB467,40.9617,28.7631,340,4175,181,2019-07-24 20:58:16.155560,33.21251128928641
600853,40.9716,28.9449,256,5425,233,2019-07-24 20:58:16.156256,36.26742761145093
4BA8E7,40.8343,29.0172,260,7100,254,2019-07-24 20:58:16.156968,52.64127904863598
4BA8E4,41.0194,29.1514,170,7250,270,2019-07-24 20:58:16.158222,43.44541583201996
7100B9,41.009,29.318,261,10925,265,2019-07-24 20:58:16.158900,55.68979167608684
4BB1E2,40.9988,28.2729,119,5275,231,2019-07-24 20:58:18.441170,48.917169320327254
4BA8F3,41.1831,28.7236,358,2100,158,2019-07-24 20:58:18.444443,8.691031331823995
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:58:18.447393,2.289725364802224
4BA904,41.2233,28.7285,359,1000,137,2019-07-24 20:58:18.449239,4.2413916139091485
601839,41.0723,28.7316,359,3925,160,2019-07-24 20:58:18.450948,20.8874198406134
4BB467,40.9639,28.7622,340,4150,180,2019-07-24 20:58:18.452535,32.964311274925066
600853,40.9709,28.9412,256,5375,233,2019-07-24 20:58:18.454442,36.19281236036289
4BA8E7,40.8343,29.0172,260,7100,254,2019-07-24 20:58:18.456124,52.64127904863598
4BA8E4,41.0162,29.152,173,7225,271,2019-07-24 20:58:18.457748,43.70554587576993
7100B9,41.0084,29.3128,261,10875,265,2019-07-24 20:58:18.459311,55.347132430893325
4BB1E2,40.9988,28.2729,119,5275,231,2019-07-24 20:58:20.809127,48.917169320327254
4BA8F3,41.1831,28.7236,358,2100,158,2019-07-24 20:58:20.812634,8.691031331823995
4BAA49,41.2425,28.7281,359,1025,132,2019-07-24 20:58:20.814439,2.289725364802224
4BA904,41.2233,28.7285,359,1000,137,2019-07-24 20:58:20.815969,4.2413916139091485
601839,41.0723,28.7316,359,3925,160,2019-07-24 20:58:20.817523,20.8874198406134
4BB467,40.9663,28.7609,340,4150,180,2019-07-24 20:58:20.819022,32.692433744318166
600853,40.9709,28.9412,256,5375,233,2019-07-24 20:58:20.820537,36.19281236036289
4BA8E7,40.8333,29.0102,260,7000,254,2019-07-24 20:58:20.822054,52.48772320166981
4BA8E4,41.0118,29.1522,180,7175,271,2019-07-24 20:58:20.823569,44.0247044203815
7100B9,41.0081,29.3095,261,10825,265,2019-07-24 20:58:20.825109,55.12580455978101
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
4BB1E2,40.9955,28.3088,90,4975,217,2019-07-24 20:58:46.717740,46.76184572504915
4BA8F3,41.2017,28.723,358,1750,143,2019-07-24 20:58:46.722328,6.680618199497632
4BA904,41.2437,28.728,359,1000,137,2019-07-24 20:58:46.724803,2.182782356609986
601839,41.0946,28.7311,358,3475,162,2019-07-24 20:58:46.725827,18.411957991063915
4BB467,40.9848,28.7515,338,4025,179,2019-07-24 20:58:46.726547,30.608031316894472
600853,40.9638,28.9036,255,5050,233,2019-07-24 20:58:46.727275,35.58733516526016
4BA8E7,40.8284,28.9718,260,6500,253,2019-07-24 20:58:46.728087,51.69949364800739
4BA8E4,40.9864,29.1346,233,6775,264,2019-07-24 20:58:46.728786,44.76077812565602
7100B9,41.0035,29.2701,261,10100,263,2019-07-24 20:58:46.729427,52.586744422699645
4BB1E2,40.9955,28.3126,89,4925,217,2019-07-24 20:58:49.049182,46.51474752239193
4BA8F3,41.2017,28.723,358,1750,143,2019-07-24 20:58:49.052193,6.680618199497632
4BA904,41.2437,28.728,359,1000,137,2019-07-24 20:58:49.054322,2.182782356609986
601839,41.0946,28.7311,358,3475,162,2019-07-24 20:58:49.055964,18.411957991063915
4BB467,40.9869,28.7504,338,4000,179,2019-07-24 20:58:49.057544,30.372427070180574
600853,40.963,28.8995,255,5025,233,2019-07-24 20:58:49.059118,35.541297132255806
4BA8E7,40.8284,28.9718,260,6500,253,2019-07-24 20:58:49.060677,51.69949364800739
4BA8E4,40.9845,29.1307,237,6725,263,2019-07-24 20:58:49.062230,44.66663968183433
7100B9,41.003,29.2653,261,10000,263,2019-07-24 20:58:49.063771,52.279857077362344
4BB1E2,40.9955,28.3126,89,4925,217,2019-07-24 20:58:51.363242,46.51474752239193
4BA8F3,41.2039,28.7229,358,1725,143,2019-07-24 20:58:51.364060,6.445924936017824
4BA904,41.2437,28.728,359,1000,137,2019-07-24 20:58:51.364587,2.182782356609986
601839,41.0987,28.731,359,3400,162,2019-07-24 20:58:51.365126,17.95702472076655
4BB467,40.9893,28.7491,338,4000,179,2019-07-24 20:58:51.365519,30.103408337355468
600853,40.963,28.8995,255,5025,233,2019-07-24 20:58:51.365918,35.541297132255806
4BA8E7,40.8274,28.9641,260,6400,254,2019-07-24 20:58:51.366519,51.5666967052544
4BA8E4,40.9829,29.1264,244,6675,261,2019-07-24 20:58:51.367111,44.52834676431813
7100B9,41.0026,29.2618,261,9950,264,2019-07-24 20:58:51.367666,52.05911243117107
4BB1E2,40.9955,28.3126,89,4925,217,2019-07-24 20:58:53.682413,46.51474752239193
4BA8F3,41.2039,28.7229,358,1725,143,2019-07-24 20:58:53.684953,6.445924936017824
4BA904,41.2437,28.728,359,1000,137,2019-07-24 20:58:53.686651,2.182782356609986
601839,41.0987,28.731,359,3400,162,2019-07-24 20:58:53.688074,17.95702472076655
4BB467,40.9893,28.7491,338,4000,179,2019-07-24 20:58:53.689554,30.103408337355468
600853,40.963,28.8995,255,5025,233,2019-07-24 20:58:53.691457,35.541297132255806
4BA8E7,40.8274,28.9641,260,6400,254,2019-07-24 20:58:53.693171,51.5666967052544
4BA8E4,40.9829,29.1264,244,6675,261,2019-07-24 20:58:53.694596,44.52834676431813
7100B9,41.0026,29.2618,261,9950,264,2019-07-24 20:58:53.696068,52.05911243117107
