Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
TC-JVA,41.5196,29.0912,136,11200,295,2019-07-14 21:47:58.993651,40.98780998475577
TC-JSI,41.0414,28.4021,122,5725,249,2019-07-14 21:48:01.193168,37.477852527296434
TC-JNB,40.9744,28.6111,95,4175,248,2019-07-14 21:48:01.193241,33.61717109240557
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:01.193329,2.639049311991534
TC-JHV,41.1466,28.7302,359,2725,188,2019-07-14 21:48:01.193362,12.645802535069969
TC-JNH,41.0394,28.7321,1,4175,207,2019-07-14 21:48:01.193391,24.54223165533273
TC-JVA,41.5163,29.0953,136,11125,294,2019-07-14 21:48:01.193421,40.97545621193361
TC-JSI,41.0414,28.4021,122,5725,249,2019-07-14 21:48:03.403946,37.477852527296434
TC-JNB,40.9742,28.6157,93,4175,248,2019-07-14 21:48:03.404021,33.51377083704113
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:03.404058,2.639049311991534
TC-JHV,41.1491,28.7301,358,2675,186,2019-07-14 21:48:03.404089,12.369418378103548
TC-JNH,41.042,28.7321,1,4175,205,2019-07-14 21:48:03.404118,24.253226191584552
TC-JVA,41.5163,29.0953,136,11125,294,2019-07-14 21:48:03.404150,40.97545621193361
TC-JSI,41.036,28.4133,122,5125,252,2019-07-14 21:48:05.635767,37.16940549710173
TC-JNB,40.974,28.6202,93,4175,248,2019-07-14 21:48:05.635843,33.41708542386097
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:05.635879,2.639049311991534
TC-JHV,41.1516,28.73,358,2625,184,2019-07-14 21:48:05.635911,12.093117461143837
TC-JNH,41.0452,28.7321,359,4175,202,2019-07-14 21:48:05.635940,23.897533539854685
TC-JVA,41.511,29.102,136,10975,294,2019-07-14 21:48:05.635971,40.975555034434535
TC-JSI,41.0333,28.4188,122,5025,253,2019-07-14 21:48:07.841937,37.032879172897914
TC-JNB,40.9738,28.6244,93,4175,248,2019-07-14 21:48:07.841972,33.33187086412358
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:07.841988,2.639049311991534
TC-JHV,41.1542,28.7299,358,2575,182,2019-07-14 21:48:07.842001,11.805828636735866
TC-JNH,41.0478,28.732,359,4175,200,2019-07-14 21:48:07.842013,23.60885604829112
TC-JVA,41.5076,29.1064,136,10900,292,2019-07-14 21:48:07.842027,40.99043078831229
TC-JSI,41.0333,28.4188,122,5025,253,2019-07-14 21:48:10.060994,37.032879172897914
TC-JNB,40.9738,28.6244,93,4175,248,2019-07-14 21:48:10.061066,33.33187086412358
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:10.061102,2.639049311991534
TC-JHV,41.1542,28.7299,358,2575,182,2019-07-14 21:48:10.061131,11.805828636735866
TC-JNH,41.0478,28.732,359,4175,200,2019-07-14 21:48:10.061158,23.60885604829112
TC-JVA,41.5076,29.1064,136,10900,292,2019-07-14 21:48:10.061189,40.99043078831229
TC-JSI,41.0333,28.4188,122,5025,253,2019-07-14 21:48:12.299875,37.032879172897914
TC-JNB,40.9738,28.6244,93,4175,248,2019-07-14 21:48:12.299935,33.33187086412358
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:12.299967,2.639049311991534
TC-JHV,41.1542,28.7299,358,2575,182,2019-07-14 21:48:12.299993,11.805828636735866
TC-JNH,41.0478,28.732,359,4175,200,2019-07-14 21:48:12.300017,23.60885604829112
TC-JVA,41.5076,29.1064,136,10900,292,2019-07-14 21:48:12.300042,40.99043078831229
TC-JSI,41.0297,28.4264,122,4925,253,2019-07-14 21:48:14.480802,36.84671224210192
TC-JNB,40.9735,28.6341,93,4175,248,2019-07-14 21:48:14.480889,33.131247706463675
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:14.480948,2.639049311991534
TC-JHV,41.1568,28.7299,359,2525,179,2019-07-14 21:48:14.480998,11.51785812765564
TC-JNH,41.0529,28.732,359,4200,197,2019-07-14 21:48:14.481029,23.04200401107984
TC-JVA,41.5024,29.113,136,10800,291,2019-07-14 21:48:14.481057,41.01819152826571
TC-JSI,41.0266,28.4329,122,4825,253,2019-07-14 21:48:16.675440,36.700588579976014
TC-JNB,40.9733,28.6382,93,4175,248,2019-07-14 21:48:16.675502,33.05995410371553
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:16.675533,2.639049311991534
TC-JHV,41.1614,28.7298,359,2425,176,2019-07-14 21:48:16.675559,11.009348850465535
TC-JNH,41.0555,28.7319,359,4200,196,2019-07-14 21:48:16.675583,22.753361054879047
TC-JVA,41.4989,29.1176,136,10750,291,2019-07-14 21:48:16.675609,41.05568416227486
TC-JSI,41.0266,28.4329,122,4825,253,2019-07-14 21:48:18.870116,36.700588579976014
TC-JNB,40.973,28.6431,93,4175,247,2019-07-14 21:48:18.870188,32.98582395866162
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:18.870225,2.639049311991534
TC-JHV,41.1643,28.7298,359,2375,174,2019-07-14 21:48:18.870256,10.688389226675055
TC-JNH,41.0586,28.7319,359,4200,197,2019-07-14 21:48:18.870285,22.408826131393035
TC-JVA,41.4959,29.1213,136,10700,291,2019-07-14 21:48:18.870315,41.07801629344029
TC-JSI,41.023,28.4401,122,4700,253,2019-07-14 21:48:21.057598,36.564609147758375
TC-JNB,40.9728,28.6473,93,4175,247,2019-07-14 21:48:21.057640,32.92008640680982
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:21.057661,2.639049311991534
TC-JHV,41.1666,28.7297,359,2350,172,2019-07-14 21:48:21.057678,10.434776686922811
TC-JNH,41.0614,28.7318,359,4175,198,2019-07-14 21:48:21.057694,22.097986116250972
TC-JVA,41.4928,29.1253,136,10625,290,2019-07-14 21:48:21.057712,41.1178362322362
TC-JSI,41.0266,28.4329,122,4825,253,2019-07-14 21:48:23.250959,36.700588579976014
TC-JNB,40.973,28.6431,93,4175,247,2019-07-14 21:48:23.250986,32.98582395866162
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:23.251000,2.639049311991534
TC-JHV,41.1643,28.7298,359,2375,174,2019-07-14 21:48:23.251011,10.688389226675055
TC-JNH,41.0586,28.7319,359,4200,197,2019-07-14 21:48:23.251022,22.408826131393035
TC-JVA,41.4959,29.1213,136,10700,291,2019-07-14 21:48:23.251033,41.07801629344029
TC-JSI,41.023,28.4401,122,4700,253,2019-07-14 21:48:25.442135,36.564609147758375
TC-JNB,40.9728,28.6473,93,4175,247,2019-07-14 21:48:25.442207,32.92008640680982
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:25.442244,2.639049311991534
TC-JHV,41.1666,28.7297,359,2350,172,2019-07-14 21:48:25.442273,10.434776686922811
TC-JNH,41.0614,28.7318,359,4175,198,2019-07-14 21:48:25.442301,22.097986116250972
TC-JVA,41.4928,29.1253,136,10625,290,2019-07-14 21:48:25.442331,41.1178362322362
TC-JSI,41.0199,28.4465,122,4625,251,2019-07-14 21:48:27.639176,36.44718431190685
TC-JNB,40.9723,28.6563,93,4175,247,2019-07-14 21:48:27.639247,32.79929755861792
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:27.639282,2.639049311991534
TC-JHV,41.1712,28.7296,358,2250,167,2019-07-14 21:48:27.639311,9.926984028483618
TC-JNH,41.0672,28.7317,358,4175,198,2019-07-14 21:48:27.639338,21.4537809676606
TC-JVA,41.4874,29.1322,136,10525,288,2019-07-14 21:48:27.639370,41.19605981756324
TC-JSI,41.0199,28.4465,122,4625,251,2019-07-14 21:48:29.833031,36.44718431190685
TC-JNB,40.9726,28.6522,93,4175,247,2019-07-14 21:48:29.833105,32.844403256261565
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:29.833142,2.639049311991534
TC-JHV,41.1688,28.7297,358,2300,169,2019-07-14 21:48:29.833171,10.19144127570564
TC-JNH,41.0645,28.7318,359,4175,198,2019-07-14 21:48:29.833200,21.753473504169214
TC-JVA,41.4905,29.1283,136,10575,289,2019-07-14 21:48:29.833230,41.153094087810196
TC-JSI,41.0199,28.4465,122,4625,251,2019-07-14 21:48:32.038048,36.44718431190685
TC-JNB,40.9721,28.6611,93,4175,247,2019-07-14 21:48:32.038109,32.73458376961472
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:32.038141,2.639049311991534
TC-JHV,41.1733,28.7296,358,2225,167,2019-07-14 21:48:32.038167,9.694869409652062
TC-JNH,41.07,28.7316,358,4175,197,2019-07-14 21:48:32.038191,21.14299732635096
TC-JVA,41.4846,29.1359,136,10475,287,2019-07-14 21:48:32.038217,41.25131755144623
TC-JSI,41.0172,28.452,122,4525,251,2019-07-14 21:48:34.227830,36.35784430823323
TC-JNB,40.972,28.6656,92,4175,247,2019-07-14 21:48:34.227929,32.66876715327896
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:34.227988,2.639049311991534
TC-JHV,41.1758,28.7295,359,2175,165,2019-07-14 21:48:34.228047,9.419616922859271
TC-JNH,41.072,28.7316,358,4175,197,2019-07-14 21:48:34.228107,20.92075568626619
TC-JVA,41.4813,29.14,136,10400,285,2019-07-14 21:48:34.228157,41.30487878231152
TC-JSI,41.0172,28.452,122,4525,251,2019-07-14 21:48:36.429091,36.35784430823323
TC-JNB,40.9721,28.6611,93,4175,247,2019-07-14 21:48:36.429163,32.73458376961472
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:36.429198,2.639049311991534
TC-JHV,41.1733,28.7296,358,2225,167,2019-07-14 21:48:36.429228,9.694869409652062
TC-JNH,41.07,28.7316,358,4175,197,2019-07-14 21:48:36.429294,21.14299732635096
TC-JVA,41.4846,29.1359,136,10475,287,2019-07-14 21:48:36.429331,41.25131755144623
TC-JSI,41.014,28.4586,122,4425,251,2019-07-14 21:48:38.625197,36.257963144616895
TC-JNB,40.9723,28.6744,84,4150,249,2019-07-14 21:48:38.625310,32.498047607038046
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:38.625350,2.639049311991534
TC-JHV,41.1799,28.7294,359,2075,162,2019-07-14 21:48:38.625381,8.967928850606368
TC-JNH,41.0776,28.7314,359,4150,195,2019-07-14 21:48:38.625409,20.29928046549972
TC-JVA,41.4759,29.147,136,10300,282,2019-07-14 21:48:38.625438,41.42533774041109
TC-JSI,41.014,28.4586,122,4425,251,2019-07-14 21:48:40.818626,36.257963144616895
TC-JNB,40.972,28.6699,89,4175,248,2019-07-14 21:48:40.818698,32.59938778210957
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:40.818735,2.639049311991534
TC-JHV,41.1779,28.7294,359,2125,163,2019-07-14 21:48:40.818766,9.188704422360955
TC-JNH,41.0747,28.7315,358,4175,196,2019-07-14 21:48:40.818794,20.62111716850983
TC-JVA,41.4787,29.1433,136,10350,284,2019-07-14 21:48:40.818824,41.35604292464654
TC-JSI,41.0105,28.4656,122,4325,251,2019-07-14 21:48:43.011031,36.17381335314604
TC-JNB,40.9723,28.6744,84,4150,249,2019-07-14 21:48:43.011103,32.498047607038046
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:43.011138,2.639049311991534
TC-JHV,41.1799,28.7294,359,2075,162,2019-07-14 21:48:43.011168,8.967928850606368
TC-JNH,41.0776,28.7314,359,4150,195,2019-07-14 21:48:43.011196,20.29928046549972
TC-JVA,41.4759,29.147,136,10300,282,2019-07-14 21:48:43.011226,41.42533774041109
TC-JSI,41.0105,28.4656,122,4325,251,2019-07-14 21:48:45.220927,36.17381335314604
TC-JNB,40.9723,28.6744,84,4150,249,2019-07-14 21:48:45.220997,32.498047607038046
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:45.221033,2.639049311991534
TC-JHV,41.1799,28.7294,359,2075,162,2019-07-14 21:48:45.221062,8.967928850606368
TC-JNH,41.0776,28.7314,359,4150,195,2019-07-14 21:48:45.221090,20.29928046549972
TC-JVA,41.4759,29.147,136,10300,282,2019-07-14 21:48:45.221119,41.42533774041109
TC-JSI,41.014,28.4586,122,4425,251,2019-07-14 21:48:47.399630,36.257963144616895
TC-JNB,40.9723,28.6744,84,4150,249,2019-07-14 21:48:47.399695,32.498047607038046
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:47.399725,2.639049311991534
TC-JHV,41.1799,28.7294,359,2075,162,2019-07-14 21:48:47.399751,8.967928850606368
TC-JNH,41.0776,28.7314,359,4150,195,2019-07-14 21:48:47.399776,20.29928046549972
TC-JVA,41.4759,29.147,136,10300,282,2019-07-14 21:48:47.399801,41.42533774041109
TC-JSI,41.0077,28.4714,123,4275,250,2019-07-14 21:48:49.577203,36.1056507528603
TC-JNB,40.9742,28.6834,70,4150,249,2019-07-14 21:48:49.577241,32.16484906852776
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:49.577289,2.639049311991534
TC-JHV,41.1844,28.7294,359,2000,160,2019-07-14 21:48:49.577307,8.471505983360409
TC-JNH,41.083,28.7313,358,4025,194,2019-07-14 21:48:49.577322,19.699719265082432
TC-JVA,41.4701,29.1543,135,10200,280,2019-07-14 21:48:49.577338,41.558154514596374
TC-JSI,41.0077,28.4714,123,4275,250,2019-07-14 21:48:51.776337,36.1056507528603
TC-JNB,40.9757,28.6875,63,4175,249,2019-07-14 21:48:51.776412,31.94843422284484
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:51.776449,2.639049311991534
TC-JHV,41.1868,28.7293,359,1950,158,2019-07-14 21:48:51.776479,8.208092642884466
TC-JNH,41.0858,28.7312,358,3975,195,2019-07-14 21:48:51.776507,19.389063744451168
TC-JVA,41.4678,29.1572,136,10175,278,2019-07-14 21:48:51.776537,41.61633015012118
TC-JSI,41.0038,28.4791,123,4200,247,2019-07-14 21:48:54.009881,36.045287882369834
TC-JNB,40.9777,28.6913,56,4175,249,2019-07-14 21:48:54.010015,31.683445280356
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:54.010070,2.639049311991534
TC-JHV,41.1892,28.7292,359,1900,156,2019-07-14 21:48:54.010114,7.944924226097424
TC-JNH,41.0888,28.7311,359,3875,197,2019-07-14 21:48:54.010158,19.056220557176655
TC-JVA,41.4647,29.1606,138,10150,276,2019-07-14 21:48:54.010203,41.66377840681633
TC-JSI,41.0038,28.4791,123,4200,247,2019-07-14 21:48:56.189905,36.045287882369834
TC-JNB,40.9777,28.6913,56,4175,249,2019-07-14 21:48:56.189982,31.683445280356
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:56.190019,2.639049311991534
TC-JHV,41.1892,28.7292,359,1900,156,2019-07-14 21:48:56.190050,7.944924226097424
TC-JNH,41.0888,28.7311,359,3875,197,2019-07-14 21:48:56.190079,19.056220557176655
TC-JVA,41.4647,29.1606,138,10150,276,2019-07-14 21:48:56.190109,41.66377840681633
TC-JSI,41.0013,28.4843,122,4200,246,2019-07-14 21:48:58.393926,36.002031278297444
TC-JNB,40.9826,28.6984,43,4175,248,2019-07-14 21:48:58.393985,31.066813461267035
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:48:58.394012,2.639049311991534
TC-JHV,41.1911,28.7292,359,1875,155,2019-07-14 21:48:58.394034,7.735800673766704
TC-JNH,41.0939,28.7311,359,3750,199,2019-07-14 21:48:58.394054,18.48971059702111
TC-JVA,41.4592,29.1655,146,10150,274,2019-07-14 21:48:58.394077,41.67956134897547
TC-JSI,41.0013,28.4843,122,4200,246,2019-07-14 21:49:00.595911,36.002031278297444
TC-JNB,40.9801,28.6953,47,4175,249,2019-07-14 21:49:00.595984,31.374766220648173
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:49:00.596021,2.639049311991534
TC-JHV,41.1911,28.7292,359,1875,155,2019-07-14 21:49:00.596051,7.735800673766704
TC-JNH,41.0917,28.7311,359,3825,198,2019-07-14 21:49:00.596080,18.73408178527965
TC-JVA,41.4614,29.1638,142,10150,274,2019-07-14 21:49:00.596110,41.689983100811226
TC-JSI,40.9985,28.4906,119,4175,242,2019-07-14 21:49:02.790729,35.93886281187938
TC-JNB,40.9851,28.7009,37,4175,248,2019-07-14 21:49:02.790802,30.766174544046518
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:49:02.790840,2.639049311991534
TC-JHV,41.1952,28.7291,358,1800,153,2019-07-14 21:49:02.790871,7.286274054913385
TC-JNH,41.0963,28.731,359,3675,200,2019-07-14 21:49:02.790899,18.22358343625321
TC-JVA,41.4543,29.1686,155,10150,273,2019-07-14 21:49:02.790930,41.61430141887895
TC-JSI,40.9985,28.4906,119,4175,242,2019-07-14 21:49:04.986868,35.93886281187938
TC-JNB,40.9851,28.7009,37,4175,248,2019-07-14 21:49:04.986913,30.766174544046518
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:49:04.986935,2.639049311991534
TC-JHV,41.1952,28.7291,358,1800,153,2019-07-14 21:49:04.986954,7.286274054913385
TC-JNH,41.0963,28.731,359,3675,200,2019-07-14 21:49:04.986972,18.22358343625321
TC-JVA,41.4543,29.1686,155,10150,273,2019-07-14 21:49:04.986991,41.61430141887895
TC-JSI,40.9985,28.4906,119,4175,242,2019-07-14 21:49:07.168627,35.93886281187938
TC-JNB,40.988,28.7034,30,4175,246,2019-07-14 21:49:07.168651,30.422317555232027
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:49:07.168663,2.639049311991534
TC-JHV,41.1965,28.7291,358,1775,152,2019-07-14 21:49:07.168672,7.143491733292061
TC-JNH,41.0995,28.731,359,3600,200,2019-07-14 21:49:07.168681,17.868174422439576
TC-JVA,41.4508,29.1702,160,10100,273,2019-07-14 21:49:07.168690,41.52892143807532
TC-JSI,40.9959,28.4984,114,4175,243,2019-07-14 21:49:09.341888,35.795772729366924
TC-JNB,40.9913,28.7056,28,4175,246,2019-07-14 21:49:09.341914,30.03778497396693
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:49:09.341927,2.639049311991534
TC-JHV,41.1996,28.729,359,1700,151,2019-07-14 21:49:09.341938,6.804727774306406
TC-JNH,41.1026,28.731,359,3550,201,2019-07-14 21:49:09.341948,17.52389231917228
TC-JVA,41.4473,29.1713,163,10025,273,2019-07-14 21:49:09.341959,41.4113872573915
TC-JSI,40.9959,28.4984,114,4175,243,2019-07-14 21:49:11.553062,35.795772729366924
TC-JNB,40.9939,28.7073,25,4175,246,2019-07-14 21:49:11.553134,29.73559369146113
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:49:11.553170,2.639049311991534
TC-JHV,41.2009,28.729,359,1675,150,2019-07-14 21:49:11.553200,6.662247427695051
TC-JNH,41.1053,28.7309,359,3500,201,2019-07-14 21:49:11.553229,17.22453042254285
TC-JVA,41.4442,29.1721,168,9975,273,2019-07-14 21:49:11.553284,41.297614515446305
TC-JSI,40.9943,28.5048,107,4175,243,2019-07-14 21:49:13.739704,35.639369289025545
TC-JNB,40.9969,28.7093,25,4175,246,2019-07-14 21:49:13.739778,29.38713841887708
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:49:13.739815,2.639049311991534
TC-JHV,41.2031,28.729,359,1625,149,2019-07-14 21:49:13.739844,6.421342601854043
TC-JNH,41.1082,28.7309,359,3425,201,2019-07-14 21:49:13.739873,16.902506704089443
TC-JVA,41.4394,29.1728,172,9900,273,2019-07-14 21:49:13.739902,41.08743873067474
TC-JSI,40.9943,28.5048,107,4175,243,2019-07-14 21:49:15.971426,35.639369289025545
TC-JNB,40.9939,28.7073,25,4175,246,2019-07-14 21:49:15.971540,29.73559369146113
TC-JGA,41.2388,28.7283,359,1375,135,2019-07-14 21:49:15.971612,2.639049311991534
TC-JHV,41.2009,28.729,359,1675,150,2019-07-14 21:49:15.971670,6.662247427695051
TC-JNH,41.1053,28.7309,359,3500,201,2019-07-14 21:49:15.971720,17.22453042254285
TC-JVA,41.4442,29.1721,168,9975,273,2019-07-14 21:49:15.971776,41.297614515446305
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
50836C,40.9891,28.6603,94,3050,223,2019-07-24 20:30:03.111312,30.902670505880756
4690E6,41.1841,28.709,359,1825,146,2019-07-24 20:30:30.878613,8.890928476262696
4BA8FA,41.2227,28.7286,358,1050,138,2019-07-24 20:30:30.880702,4.30318404883245
4B84E0,41.149,28.7301,359,2425,173,2019-07-24 20:30:30.882266,12.380500763887994
4BAB46,41.0464,28.7322,358,3975,166,2019-07-24 20:30:30.883315,23.763838290407058
4BA9AE,40.9499,28.7739,306,4275,223,2019-07-24 20:30:30.884705,34.579937628928796
507C54,40.9563,28.9346,279,5450,245,2019-07-24 20:30:30.885656,37.402254686922745
4B84F3,40.9295,29.1472,279,7725,252,2019-07-24 20:30:30.886521,50.00089333979799
48433E,41.3373,29.1821,150,9275,278,2019-07-24 20:30:30.887674,37.71140110232791
4BA90E,40.9056,29.4136,278,11425,290,2019-07-24 20:30:30.888553,68.67749117077548
50836C,41.1394,28.7098,359,2650,178,2019-07-24 20:30:33.212218,13.683549267500112
4B84E0,41.241,28.7281,359,1050,129,2019-07-24 20:30:33.213191,2.432385461501202
4BAB46,41.1805,28.7294,359,1825,132,2019-07-24 20:30:33.213719,8.901712530744517
4BA9AE,41.1027,28.7309,359,3350,172,2019-07-24 20:30:33.214019,17.513258327481932
507C54,41.0139,28.7391,340,3975,201,2019-07-24 20:30:33.214310,27.364120600687915
4B84F3,40.9572,28.8684,252,4825,244,2019-07-24 20:30:33.214595,35.277913078782206
4BA90E,40.9392,29.1003,277,7450,267,2019-07-24 20:30:33.214881,46.590689027143256
48433E,41.1678,29.1926,227,5200,271,2019-07-24 20:30:33.215167,39.01082519965798
70605D,41.0035,29.4221,343,9775,261,2019-07-24 20:30:33.215449,63.66129260398138
50836C,41.1394,28.7098,359,2650,178,2019-07-24 20:30:35.522364,13.683549267500112
4B84E0,41.241,28.7281,359,1050,129,2019-07-24 20:30:35.523152,2.432385461501202
4BAB46,41.1805,28.7294,359,1825,132,2019-07-24 20:30:35.523821,8.901712530744517
4BA9AE,41.1027,28.7309,359,3350,172,2019-07-24 20:30:35.524520,17.513258327481932
507C54,41.0139,28.7391,340,3975,201,2019-07-24 20:30:35.525176,27.364120600687915
4B84F3,40.9572,28.8684,252,4825,244,2019-07-24 20:30:35.525814,35.277913078782206
4BA90E,40.9392,29.1003,277,7450,267,2019-07-24 20:30:35.526445,46.590689027143256
48433E,41.1678,29.1926,227,5200,271,2019-07-24 20:30:35.527079,39.01082519965798
70605D,41.0035,29.4221,343,9775,261,2019-07-24 20:30:35.527706,63.66129260398138
50836C,41.1394,28.7098,359,2650,178,2019-07-24 20:30:37.853850,13.683549267500112
4B84E0,41.241,28.7281,359,1050,129,2019-07-24 20:30:37.854775,2.432385461501202
4BAB46,41.1822,28.7294,359,1800,132,2019-07-24 20:30:37.855790,8.714142840360264
4BA9AE,41.1045,28.7309,359,3275,172,2019-07-24 20:30:37.856768,17.313368108126404
507C54,41.0166,28.7379,340,3975,201,2019-07-24 20:30:37.857842,27.065135944738035
4B84F3,40.9561,28.8639,251,4800,242,2019-07-24 20:30:37.859059,35.28434938779747
4BA90E,40.9392,29.1003,277,7450,267,2019-07-24 20:30:37.860168,46.590689027143256
48433E,41.1651,29.1887,227,5150,270,2019-07-24 20:30:37.861411,38.777374565436325
70605D,41.007,29.4208,343,9725,261,2019-07-24 20:30:37.862604,63.388872193185726
50836C,41.1433,28.7097,359,2575,176,2019-07-24 20:30:40.134307,13.26065730711525
4B84E0,41.241,28.7281,359,1050,129,2019-07-24 20:30:40.135435,2.432385461501202
4BAB46,41.1839,28.7294,359,1775,131,2019-07-24 20:30:40.136733,8.52664034082584
4BA9AE,41.1076,28.7309,359,3225,172,2019-07-24 20:30:40.137733,16.969130609345427
507C54,41.0193,28.7366,340,3975,201,2019-07-24 20:30:40.138736,26.766718081957446
4B84F3,40.9553,28.8609,250,4775,241,2019-07-24 20:30:40.139525,35.29823119491293
4BA90E,40.9401,29.0925,277,7350,267,2019-07-24 20:30:40.140349,46.0954129335181
48433E,41.1626,29.185,227,5100,270,2019-07-24 20:30:40.141230,38.55734190917967
70605D,41.007,29.4208,343,9725,261,2019-07-24 20:30:40.142057,63.388872193185726
50836C,41.1473,28.7097,359,2500,175,2019-07-24 20:30:42.593255,12.825831184165853
4B84E0,41.241,28.7281,359,1050,129,2019-07-24 20:30:42.594063,2.432385461501202
4BAB46,41.186,28.7294,359,1725,131,2019-07-24 20:30:42.594864,8.29511915514924
4BA9AE,41.11,28.7309,359,3200,172,2019-07-24 20:30:42.595659,16.702640449432398
507C54,41.0249,28.7342,343,3975,200,2019-07-24 20:30:42.596358,26.14867115833261
4B84F3,40.9543,28.8573,250,4775,239,2019-07-24 20:30:42.597030,35.32182104605644
4BA90E,40.941,29.0837,278,7250,266,2019-07-24 20:30:42.597635,45.55172826540054
48433E,41.1599,29.181,227,5075,271,2019-07-24 20:30:42.598268,38.32301750343241
70605D,41.0141,29.418,343,9625,259,2019-07-24 20:30:42.598900,62.82835717652751
50836C,41.1473,28.7097,359,2500,175,2019-07-24 20:30:44.918876,12.825831184165853
4B84E0,41.241,28.7281,359,1050,129,2019-07-24 20:30:44.919250,2.432385461501202
4BAB46,41.1877,28.7293,359,1700,130,2019-07-24 20:30:44.919574,8.1089391033937
4BA9AE,41.1122,28.7308,359,3150,172,2019-07-24 20:30:44.919893,16.458876869404847
507C54,41.0272,28.7334,346,3975,199,2019-07-24 20:30:44.920164,25.89487522251339
4B84F3,40.9534,28.8537,250,4750,237,2019-07-24 20:30:44.920500,35.33758520446373
4BA90E,40.941,29.0837,278,7250,266,2019-07-24 20:30:44.920809,45.55172826540054
48433E,41.1573,29.1773,227,5025,271,2019-07-24 20:30:44.921070,38.113124852654806
70605D,41.0176,29.4166,343,9575,258,2019-07-24 20:30:44.921318,62.5527174738593
50836C,41.1512,28.7096,359,2425,174,2019-07-24 20:30:47.229923,12.404432926503892
4B84E0,41.241,28.7281,359,1050,129,2019-07-24 20:30:47.230828,2.432385461501202
4BAB46,41.1897,28.7292,359,1675,130,2019-07-24 20:30:47.231736,7.889880277701116
4BA9AE,41.1148,28.7308,359,3100,172,2019-07-24 20:30:47.232749,16.17022073793795
507C54,41.0272,28.7334,346,3975,199,2019-07-24 20:30:47.233664,25.89487522251339
4B84F3,40.952,28.849,250,4725,236,2019-07-24 20:30:47.234468,35.38667779274397
4BA90E,40.9419,29.0758,278,7125,266,2019-07-24 20:30:47.235190,45.06049499088307
48433E,41.1548,29.1736,227,4975,271,2019-07-24 20:30:47.235892,37.90332356430348
70605D,41.021,29.4152,343,9525,258,2019-07-24 20:30:47.236583,62.28330693223406
50836C,41.1512,28.7096,359,2425,174,2019-07-24 20:30:49.521067,12.404432926503892
